"PERIODE","TYPE_VOD","TYPE_FILM","ORIGIN","GENRE","UNIT","VALUE","STATUS"
"2019","EST","all","all","all","film","20928","A"
"2019","EST","all","all","all","view","1280061","A"
"2019","EST","all","all","ani","film","965","A"
"2019","EST","all","all","ani","view","209612","A"
"2019","EST","all","all","doc","film","1514","A"
"2019","EST","all","all","doc","view","20111","A"
"2019","EST","all","all","fic","film","18449","A"
"2019","EST","all","all","fic","view","1050338","A"
"2019","EST","all","och","all","film","430","A"
"2019","EST","all","och","all","view","10624","A"
"2019","EST","all","och","ani","film","2","A"
"2019","EST","all","och","ani","view","87","A"
"2019","EST","all","och","doc","film","149","A"
"2019","EST","all","och","doc","view","2057","A"
"2019","EST","all","och","fic","film","279","A"
"2019","EST","all","och","fic","view","8480","A"
"2019","EST","all","oep","all","film","7582","A"
"2019","EST","all","oep","all","view","193386","A"
"2019","EST","all","oep","ani","film","261","A"
"2019","EST","all","oep","ani","view","18040","A"
"2019","EST","all","oep","doc","film","696","A"
"2019","EST","all","oep","doc","view","8855","A"
"2019","EST","all","oep","fic","film","6625","A"
"2019","EST","all","oep","fic","view","166491","A"
"2019","EST","all","oot","all","film","2415","A"
"2019","EST","all","oot","all","view","42454","A"
"2019","EST","all","oot","ani","film","177","A"
"2019","EST","all","oot","ani","view","4787","A"
"2019","EST","all","oot","doc","film","114","A"
"2019","EST","all","oot","doc","view","953","A"
"2019","EST","all","oot","fic","film","2124","A"
"2019","EST","all","oot","fic","view","36714","A"
"2019","EST","all","ous","all","film","10501","A"
"2019","EST","all","ous","all","view","1033597","A"
"2019","EST","all","ous","ani","film","525","A"
"2019","EST","all","ous","ani","view","186698","A"
"2019","EST","all","ous","doc","film","555","A"
"2019","EST","all","ous","doc","view","8246","A"
"2019","EST","all","ous","fic","film","9421","A"
"2019","EST","all","ous","fic","view","838653","A"
"2019","EST","cin","all","all","film","7180","A"
"2019","EST","cin","all","all","view","1085229","A"
"2019","EST","cin","all","ani","film","420","A"
"2019","EST","cin","all","ani","view","185933","A"
"2019","EST","cin","all","doc","film","435","A"
"2019","EST","cin","all","doc","view","10677","A"
"2019","EST","cin","all","fic","film","6325","A"
"2019","EST","cin","all","fic","view","888619","A"
"2019","EST","cin","och","all","film","327","A"
"2019","EST","cin","och","all","view","9692","A"
"2019","EST","cin","och","ani","film","2","A"
"2019","EST","cin","och","ani","view","87","A"
"2019","EST","cin","och","doc","film","141","A"
"2019","EST","cin","och","doc","view","2031","A"
"2019","EST","cin","och","fic","film","184","A"
"2019","EST","cin","och","fic","view","7574","A"
"2019","EST","cin","oep","all","film","2991","A"
"2019","EST","cin","oep","all","view","148206","A"
"2019","EST","cin","oep","ani","film","152","A"
"2019","EST","cin","oep","ani","view","15728","A"
"2019","EST","cin","oep","doc","film","198","A"
"2019","EST","cin","oep","doc","view","4350","A"
"2019","EST","cin","oep","fic","film","2641","A"
"2019","EST","cin","oep","fic","view","128128","A"
"2019","EST","cin","oot","all","film","332","A"
"2019","EST","cin","oot","all","view","15098","A"
"2019","EST","cin","oot","ani","film","36","A"
"2019","EST","cin","oot","ani","view","2036","A"
"2019","EST","cin","oot","doc","film","8","A"
"2019","EST","cin","oot","doc","view","127","A"
"2019","EST","cin","oot","fic","film","288","A"
"2019","EST","cin","oot","fic","view","12935","A"
"2019","EST","cin","ous","all","film","3530","A"
"2019","EST","cin","ous","all","view","912233","A"
"2019","EST","cin","ous","ani","film","230","A"
"2019","EST","cin","ous","ani","view","168082","A"
"2019","EST","cin","ous","doc","film","88","A"
"2019","EST","cin","ous","doc","view","4169","A"
"2019","EST","cin","ous","fic","film","3212","A"
"2019","EST","cin","ous","fic","view","739982","A"
"2019","SVOD","all","all","all","film","9439","A"
"2019","SVOD","all","all","all","view",".","D"
"2019","SVOD","all","all","ani","film","397","A"
"2019","SVOD","all","all","ani","view",".","D"
"2019","SVOD","all","all","doc","film","837","A"
"2019","SVOD","all","all","doc","view",".","D"
"2019","SVOD","all","all","fic","film","8205","A"
"2019","SVOD","all","all","fic","view",".","D"
"2019","SVOD","all","och","all","film","432","A"
"2019","SVOD","all","och","all","view",".","D"
"2019","SVOD","all","och","ani","film","2","A"
"2019","SVOD","all","och","ani","view",".","D"
"2019","SVOD","all","och","doc","film","212","A"
"2019","SVOD","all","och","doc","view",".","D"
"2019","SVOD","all","och","fic","film","218","A"
"2019","SVOD","all","och","fic","view",".","D"
"2019","SVOD","all","oep","all","film","2740","A"
"2019","SVOD","all","oep","all","view",".","D"
"2019","SVOD","all","oep","ani","film","76","A"
"2019","SVOD","all","oep","ani","view",".","D"
"2019","SVOD","all","oep","doc","film","219","A"
"2019","SVOD","all","oep","doc","view",".","D"
"2019","SVOD","all","oep","fic","film","2445","A"
"2019","SVOD","all","oep","fic","view",".","D"
"2019","SVOD","all","oot","all","film","1871","A"
"2019","SVOD","all","oot","all","view",".","D"
"2019","SVOD","all","oot","ani","film","115","A"
"2019","SVOD","all","oot","ani","view",".","D"
"2019","SVOD","all","oot","doc","film","100","A"
"2019","SVOD","all","oot","doc","view",".","D"
"2019","SVOD","all","oot","fic","film","1656","A"
"2019","SVOD","all","oot","fic","view",".","D"
"2019","SVOD","all","ous","all","film","4396","A"
"2019","SVOD","all","ous","all","view",".","D"
"2019","SVOD","all","ous","ani","film","204","A"
"2019","SVOD","all","ous","ani","view",".","D"
"2019","SVOD","all","ous","doc","film","306","A"
"2019","SVOD","all","ous","doc","view",".","D"
"2019","SVOD","all","ous","fic","film","3886","A"
"2019","SVOD","all","ous","fic","view",".","D"
"2019","SVOD","cin","all","all","film","3649","A"
"2019","SVOD","cin","all","all","view",".","D"
"2019","SVOD","cin","all","ani","film","217","A"
"2019","SVOD","cin","all","ani","view",".","D"
"2019","SVOD","cin","all","doc","film","265","A"
"2019","SVOD","cin","all","doc","view",".","D"
"2019","SVOD","cin","all","fic","film","3167","A"
"2019","SVOD","cin","all","fic","view",".","D"
"2019","SVOD","cin","och","all","film","347","A"
"2019","SVOD","cin","och","all","view",".","D"
"2019","SVOD","cin","och","ani","film","2","A"
"2019","SVOD","cin","och","ani","view",".","D"
"2019","SVOD","cin","och","doc","film","183","A"
"2019","SVOD","cin","och","doc","view",".","D"
"2019","SVOD","cin","och","fic","film","162","A"
"2019","SVOD","cin","och","fic","view",".","D"
"2019","SVOD","cin","oep","all","film","1103","A"
"2019","SVOD","cin","oep","all","view",".","D"
"2019","SVOD","cin","oep","ani","film","51","A"
"2019","SVOD","cin","oep","ani","view",".","D"
"2019","SVOD","cin","oep","doc","film","42","A"
"2019","SVOD","cin","oep","doc","view",".","D"
"2019","SVOD","cin","oep","fic","film","1010","A"
"2019","SVOD","cin","oep","fic","view",".","D"
"2019","SVOD","cin","oot","all","film","308","A"
"2019","SVOD","cin","oot","all","view",".","D"
"2019","SVOD","cin","oot","ani","film","19","A"
"2019","SVOD","cin","oot","ani","view",".","D"
"2019","SVOD","cin","oot","doc","film","12","A"
"2019","SVOD","cin","oot","doc","view",".","D"
"2019","SVOD","cin","oot","fic","film","277","A"
"2019","SVOD","cin","oot","fic","view",".","D"
"2019","SVOD","cin","ous","all","film","1891","A"
"2019","SVOD","cin","ous","all","view",".","D"
"2019","SVOD","cin","ous","ani","film","145","A"
"2019","SVOD","cin","ous","ani","view",".","D"
"2019","SVOD","cin","ous","doc","film","28","A"
"2019","SVOD","cin","ous","doc","view",".","D"
"2019","SVOD","cin","ous","fic","film","1718","A"
"2019","SVOD","cin","ous","fic","view",".","D"
"2019","TVOD","all","all","all","film","23974","A"
"2019","TVOD","all","all","all","view","6761491","A"
"2019","TVOD","all","all","ani","film","990","A"
"2019","TVOD","all","all","ani","view","827840","A"
"2019","TVOD","all","all","doc","film","2086","A"
"2019","TVOD","all","all","doc","view","81484","A"
"2019","TVOD","all","all","fic","film","20898","A"
"2019","TVOD","all","all","fic","view","5852167","A"
"2019","TVOD","all","och","all","film","539","A"
"2019","TVOD","all","och","all","view","93352","A"
"2019","TVOD","all","och","ani","film","2","A"
"2019","TVOD","all","och","ani","view","1305","A"
"2019","TVOD","all","och","doc","film","225","A"
"2019","TVOD","all","och","doc","view","14521","A"
"2019","TVOD","all","och","fic","film","312","A"
"2019","TVOD","all","och","fic","view","77526","A"
"2019","TVOD","all","oep","all","film","8688","A"
"2019","TVOD","all","oep","all","view","1699461","A"
"2019","TVOD","all","oep","ani","film","271","A"
"2019","TVOD","all","oep","ani","view","115503","A"
"2019","TVOD","all","oep","doc","film","929","A"
"2019","TVOD","all","oep","doc","view","38362","A"
"2019","TVOD","all","oep","fic","film","7488","A"
"2019","TVOD","all","oep","fic","view","1545596","A"
"2019","TVOD","all","oot","all","film","3235","A"
"2019","TVOD","all","oot","all","view","252360","A"
"2019","TVOD","all","oot","ani","film","185","A"
"2019","TVOD","all","oot","ani","view","22654","A"
"2019","TVOD","all","oot","doc","film","187","A"
"2019","TVOD","all","oot","doc","view","3260","A"
"2019","TVOD","all","oot","fic","film","2863","A"
"2019","TVOD","all","oot","fic","view","226446","A"
"2019","TVOD","all","ous","all","film","11512","A"
"2019","TVOD","all","ous","all","view","4716318","A"
"2019","TVOD","all","ous","ani","film","532","A"
"2019","TVOD","all","ous","ani","view","688378","A"
"2019","TVOD","all","ous","doc","film","745","A"
"2019","TVOD","all","ous","doc","view","25341","A"
"2019","TVOD","all","ous","fic","film","10235","A"
"2019","TVOD","all","ous","fic","view","4002599","A"
"2019","TVOD","cin","all","all","film","7904","A"
"2019","TVOD","cin","all","all","view","5492139","A"
"2019","TVOD","cin","all","ani","film","428","A"
"2019","TVOD","cin","all","ani","view","756332","A"
"2019","TVOD","cin","all","doc","film","541","A"
"2019","TVOD","cin","all","doc","view","58458","A"
"2019","TVOD","cin","all","fic","film","6935","A"
"2019","TVOD","cin","all","fic","view","4677349","A"
"2019","TVOD","cin","och","all","film","416","A"
"2019","TVOD","cin","och","all","view","87486","A"
"2019","TVOD","cin","och","ani","film","2","A"
"2019","TVOD","cin","och","ani","view","1305","A"
"2019","TVOD","cin","och","doc","film","200","A"
"2019","TVOD","cin","och","doc","view","14268","A"
"2019","TVOD","cin","och","fic","film","214","A"
"2019","TVOD","cin","och","fic","view","71913","A"
"2019","TVOD","cin","oep","all","film","3354","A"
"2019","TVOD","cin","oep","all","view","1357538","A"
"2019","TVOD","cin","oep","ani","film","157","A"
"2019","TVOD","cin","oep","ani","view","105481","A"
"2019","TVOD","cin","oep","doc","film","230","A"
"2019","TVOD","cin","oep","doc","view","26018","A"
"2019","TVOD","cin","oep","fic","film","2967","A"
"2019","TVOD","cin","oep","fic","view","1226039","A"
"2019","TVOD","cin","oot","all","film","578","A"
"2019","TVOD","cin","oot","all","view","65902","A"
"2019","TVOD","cin","oot","ani","film","38","A"
"2019","TVOD","cin","oot","ani","view","10419","A"
"2019","TVOD","cin","oot","doc","film","19","A"
"2019","TVOD","cin","oot","doc","view","1027","A"
"2019","TVOD","cin","oot","fic","film","521","A"
"2019","TVOD","cin","oot","fic","view","54456","A"
"2019","TVOD","cin","ous","all","film","3556","A"
"2019","TVOD","cin","ous","all","view","3981213","A"
"2019","TVOD","cin","ous","ani","film","231","A"
"2019","TVOD","cin","ous","ani","view","639127","A"
"2019","TVOD","cin","ous","doc","film","92","A"
"2019","TVOD","cin","ous","doc","view","17145","A"
"2019","TVOD","cin","ous","fic","film","3233","A"
"2019","TVOD","cin","ous","fic","view","3324941","A"
"2020","EST","all","all","all","film","25823","A"
"2020","EST","all","all","all","view","1209051","A"
"2020","EST","all","all","ani","film","1073","A"
"2020","EST","all","all","ani","view","205271","A"
"2020","EST","all","all","doc","film","2179","A"
"2020","EST","all","all","doc","view","17214","A"
"2020","EST","all","all","fic","film","22571","A"
"2020","EST","all","all","fic","view","986566","A"
"2020","EST","all","och","all","film","485","A"
"2020","EST","all","och","all","view","14470","A"
"2020","EST","all","och","ani","film","2","A"
"2020","EST","all","och","ani","view","61","A"
"2020","EST","all","och","doc","film","186","A"
"2020","EST","all","och","doc","view","2083","A"
"2020","EST","all","och","fic","film","297","A"
"2020","EST","all","och","fic","view","12326","A"
"2020","EST","all","oep","all","film","9312","A"
"2020","EST","all","oep","all","view","185838","A"
"2020","EST","all","oep","ani","film","297","A"
"2020","EST","all","oep","ani","view","15335","A"
"2020","EST","all","oep","doc","film","1000","A"
"2020","EST","all","oep","doc","view","6936","A"
"2020","EST","all","oep","fic","film","8015","A"
"2020","EST","all","oep","fic","view","163567","A"
"2020","EST","all","oot","all","film","3711","A"
"2020","EST","all","oot","all","view","47664","A"
"2020","EST","all","oot","ani","film","217","A"
"2020","EST","all","oot","ani","view","4627","A"
"2020","EST","all","oot","doc","film","210","A"
"2020","EST","all","oot","doc","view","1570","A"
"2020","EST","all","oot","fic","film","3284","A"
"2020","EST","all","oot","fic","view","41467","A"
"2020","EST","all","ous","all","film","12315","A"
"2020","EST","all","ous","all","view","961079","A"
"2020","EST","all","ous","ani","film","557","A"
"2020","EST","all","ous","ani","view","185248","A"
"2020","EST","all","ous","doc","film","783","A"
"2020","EST","all","ous","doc","view","6625","A"
"2020","EST","all","ous","fic","film","10975","A"
"2020","EST","all","ous","fic","view","769206","A"
"2020","EST","cin","all","all","film","7905","A"
"2020","EST","cin","all","all","view","1018688","A"
"2020","EST","cin","all","ani","film","449","A"
"2020","EST","cin","all","ani","view","184919","A"
"2020","EST","cin","all","doc","film","521","A"
"2020","EST","cin","all","doc","view","10156","A"
"2020","EST","cin","all","fic","film","6935","A"
"2020","EST","cin","all","fic","view","823613","A"
"2020","EST","cin","och","all","film","388","A"
"2020","EST","cin","och","all","view","13519","A"
"2020","EST","cin","och","ani","film","2","A"
"2020","EST","cin","och","ani","view","61","A"
"2020","EST","cin","och","doc","film","173","A"
"2020","EST","cin","och","doc","view","2040","A"
"2020","EST","cin","och","fic","film","213","A"
"2020","EST","cin","och","fic","view","11418","A"
"2020","EST","cin","oep","all","film","3401","A"
"2020","EST","cin","oep","all","view","146492","A"
"2020","EST","cin","oep","ani","film","171","A"
"2020","EST","cin","oep","ani","view","13419","A"
"2020","EST","cin","oep","doc","film","240","A"
"2020","EST","cin","oep","doc","view","4110","A"
"2020","EST","cin","oep","fic","film","2990","A"
"2020","EST","cin","oep","fic","view","128963","A"
"2020","EST","cin","oot","all","film","418","A"
"2020","EST","cin","oot","all","view","24292","A"
"2020","EST","cin","oot","ani","film","38","A"
"2020","EST","cin","oot","ani","view","1585","A"
"2020","EST","cin","oot","doc","film","15","A"
"2020","EST","cin","oot","doc","view","772","A"
"2020","EST","cin","oot","fic","film","365","A"
"2020","EST","cin","oot","fic","view","21935","A"
"2020","EST","cin","ous","all","film","3698","A"
"2020","EST","cin","ous","all","view","834385","A"
"2020","EST","cin","ous","ani","film","238","A"
"2020","EST","cin","ous","ani","view","169854","A"
"2020","EST","cin","ous","doc","film","93","A"
"2020","EST","cin","ous","doc","view","3234","A"
"2020","EST","cin","ous","fic","film","3367","A"
"2020","EST","cin","ous","fic","view","661297","A"
"2020","SVOD","all","all","all","film","13798","A"
"2020","SVOD","all","all","all","view",".","D"
"2020","SVOD","all","all","ani","film","678","A"
"2020","SVOD","all","all","ani","view",".","D"
"2020","SVOD","all","all","doc","film","1195","A"
"2020","SVOD","all","all","doc","view",".","D"
"2020","SVOD","all","all","fic","film","11925","A"
"2020","SVOD","all","all","fic","view",".","D"
"2020","SVOD","all","och","all","film","500","A"
"2020","SVOD","all","och","all","view",".","D"
"2020","SVOD","all","och","ani","film","2","A"
"2020","SVOD","all","och","ani","view",".","D"
"2020","SVOD","all","och","doc","film","255","A"
"2020","SVOD","all","och","doc","view",".","D"
"2020","SVOD","all","och","fic","film","243","A"
"2020","SVOD","all","och","fic","view",".","D"
"2020","SVOD","all","oep","all","film","3826","A"
"2020","SVOD","all","oep","all","view",".","D"
"2020","SVOD","all","oep","ani","film","136","A"
"2020","SVOD","all","oep","ani","view",".","D"
"2020","SVOD","all","oep","doc","film","385","A"
"2020","SVOD","all","oep","doc","view",".","D"
"2020","SVOD","all","oep","fic","film","3305","A"
"2020","SVOD","all","oep","fic","view",".","D"
"2020","SVOD","all","oot","all","film","3186","A"
"2020","SVOD","all","oot","all","view",".","D"
"2020","SVOD","all","oot","ani","film","199","A"
"2020","SVOD","all","oot","ani","view",".","D"
"2020","SVOD","all","oot","doc","film","149","A"
"2020","SVOD","all","oot","doc","view",".","D"
"2020","SVOD","all","oot","fic","film","2838","A"
"2020","SVOD","all","oot","fic","view",".","D"
"2020","SVOD","all","ous","all","film","6286","A"
"2020","SVOD","all","ous","all","view",".","D"
"2020","SVOD","all","ous","ani","film","341","A"
"2020","SVOD","all","ous","ani","view",".","D"
"2020","SVOD","all","ous","doc","film","406","A"
"2020","SVOD","all","ous","doc","view",".","D"
"2020","SVOD","all","ous","fic","film","5539","A"
"2020","SVOD","all","ous","fic","view",".","D"
"2020","SVOD","cin","all","all","film","4547","A"
"2020","SVOD","cin","all","all","view",".","D"
"2020","SVOD","cin","all","ani","film","332","A"
"2020","SVOD","cin","all","ani","view",".","D"
"2020","SVOD","cin","all","doc","film","368","A"
"2020","SVOD","cin","all","doc","view",".","D"
"2020","SVOD","cin","all","fic","film","3847","A"
"2020","SVOD","cin","all","fic","view",".","D"
"2020","SVOD","cin","och","all","film","413","A"
"2020","SVOD","cin","och","all","view",".","D"
"2020","SVOD","cin","och","ani","film","2","A"
"2020","SVOD","cin","och","ani","view",".","D"
"2020","SVOD","cin","och","doc","film","228","A"
"2020","SVOD","cin","och","doc","view",".","D"
"2020","SVOD","cin","och","fic","film","183","A"
"2020","SVOD","cin","och","fic","view",".","D"
"2020","SVOD","cin","oep","all","film","1394","A"
"2020","SVOD","cin","oep","all","view",".","D"
"2020","SVOD","cin","oep","ani","film","79","A"
"2020","SVOD","cin","oep","ani","view",".","D"
"2020","SVOD","cin","oep","doc","film","78","A"
"2020","SVOD","cin","oep","doc","view",".","D"
"2020","SVOD","cin","oep","fic","film","1237","A"
"2020","SVOD","cin","oep","fic","view",".","D"
"2020","SVOD","cin","oot","all","film","460","A"
"2020","SVOD","cin","oot","all","view",".","D"
"2020","SVOD","cin","oot","ani","film","44","A"
"2020","SVOD","cin","oot","ani","view",".","D"
"2020","SVOD","cin","oot","doc","film","17","A"
"2020","SVOD","cin","oot","doc","view",".","D"
"2020","SVOD","cin","oot","fic","film","399","A"
"2020","SVOD","cin","oot","fic","view",".","D"
"2020","SVOD","cin","ous","all","film","2280","A"
"2020","SVOD","cin","ous","all","view",".","D"
"2020","SVOD","cin","ous","ani","film","207","A"
"2020","SVOD","cin","ous","ani","view",".","D"
"2020","SVOD","cin","ous","doc","film","45","A"
"2020","SVOD","cin","ous","doc","view",".","D"
"2020","SVOD","cin","ous","fic","film","2028","A"
"2020","SVOD","cin","ous","fic","view",".","D"
"2020","TVOD","all","all","all","film","29073","A"
"2020","TVOD","all","all","all","view","6309253","A"
"2020","TVOD","all","all","ani","film","1106","A"
"2020","TVOD","all","all","ani","view","712042","A"
"2020","TVOD","all","all","doc","film","2793","A"
"2020","TVOD","all","all","doc","view","94524","A"
"2020","TVOD","all","all","fic","film","25174","A"
"2020","TVOD","all","all","fic","view","5502687","A"
"2020","TVOD","all","och","all","film","642","A"
"2020","TVOD","all","och","all","view","137888","A"
"2020","TVOD","all","och","ani","film","2","A"
"2020","TVOD","all","och","ani","view","950","A"
"2020","TVOD","all","och","doc","film","283","A"
"2020","TVOD","all","och","doc","view","23022","A"
"2020","TVOD","all","och","fic","film","357","A"
"2020","TVOD","all","och","fic","view","113916","A"
"2020","TVOD","all","oep","all","film","10390","A"
"2020","TVOD","all","oep","all","view","1566109","A"
"2020","TVOD","all","oep","ani","film","312","A"
"2020","TVOD","all","oep","ani","view","105502","A"
"2020","TVOD","all","oep","doc","film","1236","A"
"2020","TVOD","all","oep","doc","view","41299","A"
"2020","TVOD","all","oep","fic","film","8842","A"
"2020","TVOD","all","oep","fic","view","1419308","A"
"2020","TVOD","all","oot","all","film","4676","A"
"2020","TVOD","all","oot","all","view","284413","A"
"2020","TVOD","all","oot","ani","film","224","A"
"2020","TVOD","all","oot","ani","view","25233","A"
"2020","TVOD","all","oot","doc","film","293","A"
"2020","TVOD","all","oot","doc","view","3736","A"
"2020","TVOD","all","oot","fic","film","4159","A"
"2020","TVOD","all","oot","fic","view","255444","A"
"2020","TVOD","all","ous","all","film","13365","A"
"2020","TVOD","all","ous","all","view","4320843","A"
"2020","TVOD","all","ous","ani","film","568","A"
"2020","TVOD","all","ous","ani","view","580357","A"
"2020","TVOD","all","ous","doc","film","981","A"
"2020","TVOD","all","ous","doc","view","26467","A"
"2020","TVOD","all","ous","fic","film","11816","A"
"2020","TVOD","all","ous","fic","view","3714019","A"
"2020","TVOD","cin","all","all","film","8691","A"
"2020","TVOD","cin","all","all","view","5216834","A"
"2020","TVOD","cin","all","ani","film","455","A"
"2020","TVOD","cin","all","ani","view","649363","A"
"2020","TVOD","cin","all","doc","film","674","A"
"2020","TVOD","cin","all","doc","view","69658","A"
"2020","TVOD","cin","all","fic","film","7562","A"
"2020","TVOD","cin","all","fic","view","4497813","A"
"2020","TVOD","cin","och","all","film","512","A"
"2020","TVOD","cin","och","all","view","128798","A"
"2020","TVOD","cin","och","ani","film","2","A"
"2020","TVOD","cin","och","ani","view","950","A"
"2020","TVOD","cin","och","doc","film","261","A"
"2020","TVOD","cin","och","doc","view","22676","A"
"2020","TVOD","cin","och","fic","film","249","A"
"2020","TVOD","cin","och","fic","view","105172","A"
"2020","TVOD","cin","oep","all","film","3759","A"
"2020","TVOD","cin","oep","all","view","1276610","A"
"2020","TVOD","cin","oep","ani","film","174","A"
"2020","TVOD","cin","oep","ani","view","97402","A"
"2020","TVOD","cin","oep","doc","film","283","A"
"2020","TVOD","cin","oep","doc","view","28498","A"
"2020","TVOD","cin","oep","fic","film","3302","A"
"2020","TVOD","cin","oep","fic","view","1150710","A"
"2020","TVOD","cin","oot","all","film","687","A"
"2020","TVOD","cin","oot","all","view","117541","A"
"2020","TVOD","cin","oot","ani","film","41","A"
"2020","TVOD","cin","oot","ani","view","8458","A"
"2020","TVOD","cin","oot","doc","film","28","A"
"2020","TVOD","cin","oot","doc","view","1683","A"
"2020","TVOD","cin","oot","fic","film","618","A"
